n_estimators,max_depth,score
52,14,0.6318000358223281
56,1,0.37752767179607993
59,2,0.6238339248227381
62,3,0.7295106051608591
65,4,0.7848632430359375
68,5,0.8047693440284989
71,6,0.8137013546745875
74,7,0.8143244173173444
77,8,0.7895903452652604
80,9,0.7473533794139962
83,10,0.7179637409409863
86,11,0.6593604985727266
89,12,0.6548722634636426
92,13,0.627273801487407
95,14,0.6293450648355536
99,1,0.45410891323145103
102,2,0.6814775296131913
105,3,0.7585581222851091
108,4,0.8009764457275182
111,5,0.8104220899788346
114,6,0.8151515526032707
117,7,0.8111662761892413
120,8,0.7895794820271534
123,9,0.7510649199528336
126,10,0.715766324189459
129,11,0.6588712978443613
132,12,0.6580767095188539
135,13,0.6271224120412637
138,14,0.6316157500354932
142,1,0.49458806718129267
145,2,0.7116072374680837
148,3,0.7724780385436343
6,4,0.40140709905146676
9,5,0.575124944710314
12,6,0.6693205874214536
15,7,0.7314498464502877
18,8,0.7427139484309521
21,9,0.7369856038861706
24,10,0.7147120082392748
27,11,0.6698888965517654
30,12,0.6659317227134826
33,13,0.6319812643251406
36,14,0.6343551940759609
40,1,0.33277310569799873
43,2,0.573880754934009
46,3,0.7075466611342698
49,4,0.773305013189393
52,5,0.7953903870218464
55,6,0.8082696540673486
58,7,0.8093420465997713
61,8,0.7864201733085668
64,9,0.7489937028000582
67,10,0.7148566640603728
70,11,0.6560747947301118
73,12,0.6545447213040075
76,13,0.6318368955647153
79,14,0.6411625706355759
83,1,0.4311936095785738
86,2,0.6664703404749305
89,3,0.7513253041712565
92,4,0.7960149338791691
95,5,0.8062093986456274
98,6,0.8138886644803374
101,7,0.8103283542741069
104,8,0.7877365631036803
107,9,0.7510989347340529
110,10,0.7195020506651197
113,11,0.6578123209222508
116,12,0.658174807384599
119,13,0.6325414594291126
122,14,0.6305817205905683
126,1,0.48223512741272945
129,2,0.7022271663826907
132,3,0.7680589012671699
135,4,0.8085704925432757
138,5,0.8121948780423879
141,6,0.8138307173790015
144,7,0.8097419265396344
147,8,0.785259540391606
5,9,0.4932329303264854
8,10,0.6103374040996377
11,11,0.6404308549542049
14,12,0.6549480625442722
17,13,0.6500415673183596
20,14,0.6534098549478352
24,1,0.26280981556901495
27,2,0.4914333324293828
30,3,0.6525113772245394
33,4,0.7484766445323234
36,5,0.7828637574227161
39,6,0.8074670985912175
42,7,0.8021581122536166
45,8,0.7887227940639202
48,9,0.7463800930184971
51,10,0.7138018391404306
54,11,0.6626937378342079
57,12,0.6572904062413876
60,13,0.6279796242089699
63,14,0.6322461823740645
67,1,0.4042022101959383
70,2,0.6432595285045226
73,3,0.7386296491017524
76,4,0.7896091825828713
79,5,0.8072868805368935
82,6,0.817854955552297
85,7,0.8106879340845201
88,8,0.7887808783359651
91,9,0.7562329341797585
94,10,0.716546999325678
97,11,0.6596097088623043
100,12,0.6594859613898878
103,13,0.6312937468864948
106,14,0.6285343086423468
110,1,0.46597834275148414
113,2,0.6907148498715405
116,3,0.7622872543014934
119,4,0.8022884764055607
122,5,0.811868457928711
125,6,0.8127506116334762
128,7,0.8092255577604355
131,8,0.7895385629942626
134,9,0.7562011271855487
137,10,0.7162528610673283
140,11,0.664091394285542
143,12,0.652183234299143
146,13,0.6258361162128756
8,1,0.12195276955632567
11,2,0.3209121381176091
14,3,0.5108920584208028
17,4,0.6511956043666933
20,5,0.7385657139341874
23,6,0.7720349755525613
26,7,0.7895473734992232
29,8,0.7748690366006058
32,9,0.7424927471710998
35,10,0.7169202723736824
38,11,0.6639784950385578
41,12,0.6639698432215623
44,13,0.6325427546764035
47,14,0.6275854217555943
51,1,0.3660308040691417
54,2,0.6089412259988292
57,3,0.7246985435391893
60,4,0.7811262920883705
63,5,0.802966265759219
66,6,0.8102438817367064
69,7,0.8078859178938531
72,8,0.7848430645532132
75,9,0.751763192365598
78,10,0.713289874443559
81,11,0.6594117453668731
84,12,0.6559088383366964
87,13,0.6321563903337296
90,14,0.6301853326042751
94,1,0.4475083912492048
97,2,0.6771016542533832
100,3,0.7573058035400837
103,4,0.8004755258887924
106,5,0.8099982360381065
109,6,0.8109944185774414
112,7,0.8088620192683009
115,8,0.7928699071588022
118,9,0.7456373310363575
121,10,0.7204278639831376
124,11,0.6615344043332897
127,12,0.660129892667819
130,13,0.6342094181324078
133,14,0.6246399364921759
137,1,0.49011670397391355
140,2,0.7084791173251577
143,3,0.771286552129419
146,4,0.8091702341550386
149,5,0.8132117630867773
7,6,0.5336972139958456
10,7,0.6551291018530462
13,8,0.7023684876326601
16,9,0.7167219348973068
19,10,0.7076995549930956
22,11,0.6715764318056763
25,12,0.6661883221324959
28,13,0.6409119862247828
31,14,0.6408931441867425
38,2,0.5541459545380212
41,3,0.6935150140387761
44,4,0.7684517727743136
47,5,0.7916183621507387
50,6,0.807247486266982
53,7,0.806339880640051
56,8,0.7908955381971051
59,9,0.7463384671913054
62,10,0.7163137369569889
65,11,0.6588992425509506
68,12,0.6570747351539146
71,13,0.6263849122271623
74,14,0.6377339436052534
78,1,0.42418352391572567
81,2,0.6617701024632421
84,3,0.7471586231925567
87,4,0.7942556918644862
90,5,0.8079402363972195
93,6,0.8124182681263445
96,7,0.812433316211471
99,8,0.7836147250216268
102,9,0.7532065937805095
105,10,0.7171616764247113
108,11,0.6619136096050464
111,12,0.6583315003134171
114,13,0.6253139049058553
117,14,0.6336454988030694
121,1,0.47727750627856147
124,2,0.6984507187382931
127,3,0.7666565943238651
130,4,0.8076057490168349
133,5,0.8134170955516272
136,6,0.8161120363237003
139,7,0.811848273017487
142,8,0.7842211247165151
145,9,0.7548573337969338
148,10,0.7172996565990368
6,11,0.5207069455140549
9,12,0.6090391799038263
12,13,0.6418799709412222
15,14,0.648517559970756
19,1,0.22917394726044563
22,2,0.4478768240155935
25,3,0.6213948122525443
28,4,0.7318279523743227
31,5,0.7764555673774339
37,7,0.8006637073606744
40,8,0.7857285035669641
43,9,0.7468260139346684
46,10,0.7158945426677354
49,11,0.6623766715020555
52,12,0.6593757983898038
55,13,0.6312024936087484
58,14,0.6299316711008199
62,1,0.39345853221601557
65,2,0.6336538010683834
68,3,0.7341363140180787
71,4,0.7878032417763126
74,5,0.8024729216312965
77,6,0.8114349797900045
80,7,0.8092126911692331
83,8,0.785304415612822
86,9,0.750395280235443
89,10,0.7198758330645809
92,11,0.6573220805470299
95,12,0.660332712819488
98,13,0.6307382651101179
101,14,0.6329133231913335
105,1,0.4611713447862831
108,2,0.6880506832436574
111,3,0.7611707524305796
114,4,0.8059711155253457
117,5,0.8124238714631005
120,6,0.8134526112217413
123,7,0.811394786450902
126,8,0.7936295808835307
129,9,0.7468931162498287
132,10,0.7187687516404972
135,11,0.6567726593375409
138,12,0.6595748073194332
141,13,0.619194266486198
144,14,0.6350908927107612
148,1,0.49808141119410976
6,2,0.21304852519437045
9,3,0.4125054403573769
12,4,0.5701437379382498
15,5,0.6900943065172015
18,6,0.7425272222548105
21,7,0.7707670022600248
24,8,0.7681604504457795
27,9,0.7445014706821366
30,10,0.7144231456238479
33,11,0.6629172446544311
36,12,0.6619436214268604
39,13,0.6386097869647128
42,14,0.6383275581260025
46,1,0.35314219721498735
49,2,0.5942133991718264
52,3,0.7185811332297
55,4,0.7783104381014158
58,5,0.7970565673087509
61,6,0.8140205058236344
64,7,0.8090881276323696
67,8,0.7942014587865799
70,9,0.7512531251674217
73,10,0.7190631168853154
76,11,0.6647436077826997
79,12,0.6486039705802545
82,13,0.6222541929429197
85,14,0.6247701914920483
89,1,0.4411135980910842
92,2,0.6728740108243854
95,3,0.7537080388067092
98,4,0.8009416907211035
104,6,0.8125036512349024
107,7,0.8089881899590011
110,8,0.7871417113155437
113,9,0.7522635841828728
116,10,0.7204364239471064
119,11,0.6580665927062439
122,12,0.6569528536295968
125,13,0.6261967325396629
128,14,0.6305122404862378
132,1,0.48637007295864565
135,2,0.70543873356646
138,3,0.77005355151278
141,4,0.809142114361383
144,5,0.8153283957596493
147,6,0.8210397597859773
5,7,0.4770443416583198
8,8,0.6075601347009099
11,9,0.674328142609105
14,10,0.6954363480210652
17,11,0.6672717632829767
20,12,0.6712155433710487
23,13,0.6450094195179861
26,14,0.6377346893489809
30,1,0.29389640107727494
33,2,0.52816852804244
36,3,0.6769123755145924
39,4,0.759797123142444
42,5,0.7901501252639862
45,6,0.8052206093061708
48,7,0.8037570628562626
51,8,0.790079728444088
54,9,0.7508575954000694
57,10,0.7140469602985251
60,11,0.6651903669614159
63,12,0.6583545173241732
66,13,0.6230051580186079
69,14,0.6293939152894531
73,1,0.4156378414534422
76,2,0.655534480293527
79,3,0.7440520009930225
82,4,0.7929876187325902
85,5,0.8063586651507649
88,6,0.8118277716161336
91,7,0.8114763430811422
94,8,0.7901016774312614
97,9,0.7534646128456752
100,10,0.7200233667011382
103,11,0.6573050307779376
106,12,0.6518417814737215
109,13,0.6303388532861808
112,14,0.6272724089710807
116,1,0.47072115159465655
119,2,0.694703621833314
122,3,0.76541054566188
125,4,0.8076685730318793
128,5,0.8129186941598139
131,6,0.8166542584304296
134,7,0.8152245535715451
137,8,0.7928320652408094
140,9,0.7539282355828894
143,10,0.7164126635216241
146,11,0.6644623935201729
149,12,0.6510771907162596
7,13,0.5588237431620138
10,14,0.6153355922682162
14,1,0.18752374318577017
17,2,0.40660441189849234
20,3,0.5804421728514966
23,4,0.7077515993750603
26,5,0.7664848726329128
29,6,0.7921215363053795
32,7,0.7918435102165522
35,8,0.7813084716787974
38,9,0.7474025511104074
41,10,0.7120752685269862
44,11,0.6571391829286963
47,12,0.6554311579589589
50,13,0.6307746557262022
53,14,0.6332764934244511
57,1,0.38033619954154074
60,2,0.6244300889750223
63,3,0.7302616487769398
66,4,0.7859490704735075
69,5,0.8031403747690379
72,6,0.8114878192839639
75,7,0.8076298333602088
78,8,0.786912856607341
81,9,0.7513654655599924
84,10,0.7165792450487956
87,11,0.665244668112366
90,12,0.6572135954900666
93,13,0.6317813605695934
96,14,0.6354150292893701
100,1,0.45438854024299935
103,2,0.6820022695712817
106,3,0.7600260040718886
109,4,0.8004083164756279
112,5,0.8130442690439593
115,6,0.8142549903039338
118,7,0.8091152969544771
121,8,0.789693135922291
124,9,0.752370089129464
127,10,0.7159501290754133
130,11,0.6633942771087331
133,12,0.6487254037246506
136,13,0.6345125770135334
139,14,0.6323853160826897
143,1,0.4952671608616497
146,2,0.7119479876875814
149,3,0.7728668497484186
7,4,0.4360023143509215
10,5,0.6031882625753746
13,6,0.6861789806034793
16,7,0.739903708712143
19,8,0.7448037945492333
22,9,0.7325330691956234
25,10,0.7116278960072155
28,11,0.6661451894674377
31,12,0.665363871983398
34,13,0.6378433843533505
37,14,0.636510736615308
41,1,0.3368666035664811
44,2,0.577375715905912
47,3,0.7090575406702443
50,4,0.7739846764825796
56,6,0.8135501820147522
59,7,0.8092335812186967
62,8,0.7842334958235864
65,9,0.7538242407146107
68,10,0.7152695010604547
71,11,0.6611218207292575
74,12,0.6546930909866024
77,13,0.6350507934970353
80,14,0.6313455899628395
84,1,0.4320102272099881
87,2,0.667509306519468
90,3,0.7513044164464578
93,4,0.7990805472571852
96,5,0.8105961507811709
99,6,0.8126051584856031
102,7,0.810206386100565
105,8,0.788326840582501
108,9,0.7531970133773828
111,10,0.7106826855135859
114,11,0.6576434720293072
117,12,0.6463784519144777
120,13,0.6337423086554833
123,14,0.6314085325465261
127,1,0.48262819302257226
130,2,0.7031080307059691
133,3,0.7690241347408906
136,4,0.8076008011985651
139,5,0.813180866702748
142,6,0.8155853779359905
145,7,0.8119080808954124
148,8,0.7946569286547532
6,9,0.5453657827381828
9,10,0.6298107661151253
12,11,0.6472907761453767
15,12,0.6625526167975524
18,13,0.6565825641069861
21,14,0.6552509855333484
25,1,0.26751153346895373
28,2,0.49725585340472966
31,3,0.6587206223238053
34,4,0.7527766118128314
37,5,0.7830327941881924
40,6,0.7997362343586472
43,7,0.8036736052887705
46,8,0.7876843820725759
49,9,0.749680810115149
52,10,0.7131257099700603
55,11,0.6584522357629613
58,12,0.6568909268927303
61,13,0.6219100699642708
64,14,0.6266706735685721
68,1,0.40761911839610143
71,2,0.6452981082879986
74,3,0.7397792132219821
77,4,0.7931407849138647
80,5,0.803817558773503
83,6,0.8107264947822337
86,7,0.8151143305839109
89,8,0.78644304238191
92,9,0.7485406087762516
95,10,0.7191666166881676
98,11,0.6612364133613153
101,12,0.6581925315400012
104,13,0.6357874437047025
107,14,0.6364001993919624
111,1,0.4672557351534473
114,2,0.6924460656705124
117,3,0.7642261775605478
120,4,0.8027284436137219
123,5,0.8120912850709532
126,6,0.8152554110484753
129,7,0.8097844012380639
132,8,0.7883324881230632
135,9,0.7493797122609922
138,10,0.7169554178405412
141,11,0.6579560816570943
144,12,0.6544604040523341
147,13,0.6335583358458802
9,1,0.13731977665008877
12,2,0.33367089686717843
15,3,0.5221588436998319
18,4,0.6608012781103035
21,5,0.743136892453212
24,6,0.7739718193430856
27,7,0.7857905749772836
30,8,0.7774421503974309
33,9,0.7414524956277686
36,10,0.7175356291653282
39,11,0.6563827415079414
42,12,0.6583882380703905
45,13,0.6377963999603964
48,14,0.629753196310208
52,1,0.367342326740536
55,2,0.613283929354512
58,3,0.7267983135397463
61,4,0.7814792542771373
64,5,0.8020214421432247
67,6,0.8093772909720726
70,7,0.8107916772219785
73,8,0.7862521437837301
76,9,0.7516586538187848
79,10,0.7185785949189931
82,11,0.6600886349897311
85,12,0.6575693555296267
88,13,0.6357760836143651
91,14,0.6315580691031151
95,1,0.4482865521112128
98,2,0.6775783532401216
101,3,0.7578243400010735
104,4,0.8022442357152999
107,5,0.8113832162954333
110,6,0.8158237527442072
113,7,0.812587795769924
116,8,0.7921428118104878
119,9,0.748086988428252
122,10,0.7140428355193138
125,11,0.655232459436272
128,12,0.6655394423268274
131,13,0.6254911950619642
134,14,0.6364886774235354
138,1,0.4917784504677115
141,2,0.7089333246634002
144,3,0.7721514768599588
147,4,0.8097341732394495
5,5,0.4128052769433831
8,6,0.5603843095463225
11,7,0.678842147915109
14,8,0.7169548871616406
17,9,0.7203437217145108
20,10,0.7121756860820301
23,11,0.6734578285405173
26,12,0.6661006126193187
29,13,0.6370410842704028
32,14,0.6472085575522581
36,1,0.3183314262733594
39,2,0.5575931835900745
42,3,0.6960616964962174
45,4,0.7698090986760323
48,5,0.7931303240476755
51,6,0.8093292053597847
54,7,0.8079900447963351
57,8,0.7874703617261632
60,9,0.7497382261439967
63,10,0.712257755749044
66,11,0.661192099644007
69,12,0.6534597537525421
72,13,0.6252170252724096
75,14,0.632496285644419
79,1,0.4256851292568625
82,2,0.6631125738969035
85,3,0.7488994070401022
88,4,0.7944856454493717
91,5,0.8076346940987202
94,6,0.8175404259377661
97,7,0.8097941538751205
100,8,0.7891751242999003
103,9,0.7479581136020058
106,10,0.7126634503760518
109,11,0.6634540462150378
112,12,0.6597951824372629
115,13,0.6301393141939292
118,14,0.6311726345725437
122,1,0.4781755915576503
125,2,0.6988179375757223
128,3,0.7682794384213447
131,4,0.8071720394236833
134,5,0.8129690184273202
137,6,0.8149371981496906
140,7,0.8092257340363616
143,8,0.789501254898082
146,9,0.7497607058625992
149,10,0.7125415891666432
7,11,0.5658247109059052
10,12,0.6257987332882009
13,13,0.6438636276376104
16,14,0.6546228556406926
20,1,0.23637373153759011
23,2,0.4557006960501193
26,3,0.6280885110180279
29,4,0.7368790091852332
32,5,0.7774605940096161
35,6,0.8012916844227151
38,7,0.8026035085647403
41,8,0.7872701699198765
44,9,0.7507938433237058
47,10,0.7186957640311264
50,11,0.657607415677266
53,12,0.6581400354509195
56,13,0.6261525562696008
59,14,0.6368290187285225
63,1,0.3959180880814025
66,2,0.6355360279611182
69,3,0.7359650801994069
72,4,0.7901209656434279
75,5,0.8043937679073091
78,6,0.8139467544957233
81,7,0.8119353689640262
84,8,0.7886925754249627
87,9,0.7499413835273916
90,10,0.7185106489749726
93,11,0.6599223048790958
96,12,0.6540023421814048
99,13,0.6292308880182866
102,14,0.631717226999832
106,1,0.4619520224289032
109,2,0.6893726416761372
112,3,0.7619086529589907
115,4,0.8056106430061885
118,5,0.81215228546889
121,6,0.8134060508126115
124,7,0.8116499074322509
127,8,0.7923123930789755
130,9,0.7530399419822091
133,10,0.7179915834152064
136,11,0.6559972467629412
139,12,0.6504690696672806
142,13,0.6197238976998807
145,14,0.6411964404178865
7,2,0.23294526575626953
10,3,0.43040910035142893
13,4,0.5881507523295637
16,5,0.7016869358516178
19,6,0.7519939305331158
22,7,0.7750652266357934
25,8,0.770031705740392
28,9,0.7391227935776895
31,10,0.7120390768006752
34,11,0.6588227931341734
37,12,0.660891808041911
40,13,0.6303211746033412
43,14,0.6256449181134613
47,1,0.35525799025920857
50,2,0.5990869703597989
53,3,0.7199474370948109
56,4,0.7785940177688555
59,5,0.7990499481549187
62,6,0.8098265695535216
65,7,0.8082149745571929
68,8,0.7967704584342906
71,9,0.7462569771893526
74,10,0.7214039607932046
77,11,0.6634025115040599
80,12,0.6523372741456781
83,13,0.6352068252622878
86,14,0.6338357475899361
90,1,0.44175675710267714
93,2,0.6735460619259388
96,3,0.7542078371216683
99,4,0.7991720069743069
102,5,0.8119404706243265
105,6,0.8180575591380049
108,7,0.8096504881399574
111,8,0.7881018668010735
114,9,0.7493043521606682
117,10,0.7175836309627386
120,11,0.6612567641661624
123,12,0.6553626642897838
126,13,0.633126049716696
129,14,0.6296072194695181
133,1,0.487668948529397
136,2,0.7062016598578519
139,3,0.7699662914291798
142,4,0.8093652859020461
145,5,0.8133575305774992
148,6,0.8121504531041058
6,7,0.5270479277313606
9,8,0.6333920991457058
12,9,0.6872626336091641
15,10,0.6989208513287685
18,11,0.6662770407205847
21,12,0.6698816620860313
24,13,0.6445006041565124
27,14,0.6447769616386602
31,1,0.29882548936166176
34,2,0.5335506037893244
37,3,0.6813793573113953
40,4,0.7620785691132619
43,5,0.7933291760680308
46,6,0.808153573235482
49,7,0.8057833387905097
52,8,0.7839139926112036
55,9,0.7512007697430706
58,10,0.7099105068087652
61,11,0.6646908222125223
64,12,0.6548479076402474
67,13,0.6293065664739759
70,14,0.6257623604910988
74,1,0.4170971731337889
77,2,0.6572371206829651
80,3,0.7442636487066198
83,4,0.7930163797976324
86,5,0.804262984835603
89,6,0.81448207151449
92,7,0.811411541642898
95,8,0.7868192197982902
98,9,0.7477707972267362
101,10,0.7134057518633321
104,11,0.6595960046199274
107,12,0.6590045323267726
110,13,0.6237429063697748
113,14,0.6264161714286784
117,1,0.47213964360927707
120,2,0.6952395727364139
123,3,0.7652514639116095
126,4,0.8069516255403731
129,5,0.8133644656363922
132,6,0.811426343507715
135,7,0.8097306107314105
138,8,0.7912599259790052
141,9,0.7490498419740779
144,10,0.7167175979379712
147,11,0.6522737345214471
5,12,0.4815719632322576
8,13,0.5851594718219362
11,14,0.6293301519300571
15,1,0.20057727713243428
18,2,0.4188934455495934
21,3,0.5912803352753003
24,4,0.71465099769147
27,5,0.7672013826636217
30,6,0.7905225373767222
33,7,0.7962275537108521
36,8,0.7859742098798779
39,9,0.7514303079429803
42,10,0.7138382389647528
45,11,0.6618737111582901
48,12,0.6599254395883434
51,13,0.6278030013389959
54,14,0.6353783414962983
58,1,0.3842756965413989
61,2,0.6263388852875722
64,3,0.7303018174140226
67,4,0.7866418562173798
70,5,0.8058594259216253
73,6,0.81234960596906
76,7,0.81307178028442
79,8,0.789738934774932
82,9,0.7517440555186373
85,10,0.7119526690198965
88,11,0.662999778598246
91,12,0.656338654580145
94,13,0.6259117582015228
97,14,0.6223658433330236
101,1,0.45594989041589357
104,2,0.6824794295193579
107,3,0.7599003147377741
110,4,0.8007420655764631
113,5,0.8110024720390709
116,6,0.817079298959064
119,7,0.8097427130959973
122,8,0.7895748860055707
125,9,0.7519448994507194
128,10,0.7128072242147303
131,11,0.6551534083670734
134,12,0.6537182435550895
137,13,0.6284351358761003
140,14,0.6311233721261915
144,1,0.49621267612336284
147,2,0.7124745782714414
5,3,0.281063857318499
8,4,0.4753156026765598
11,5,0.6255894037283983
14,6,0.7032415353972739
17,7,0.744565668500541
20,8,0.7541782961951979
23,9,0.7395114289603175
26,10,0.7183423260790944
29,11,0.670168518495023
32,12,0.6609656640228248
35,13,0.6353815913195509
38,14,0.6297578978765861
42,1,0.3413620686930682
45,2,0.5802759466362564
48,3,0.7114178443565751
51,4,0.7759571909065246
54,5,0.7985613687562619
57,6,0.8084210823202507
60,7,0.8075544919535282
63,8,0.789287871069112
66,9,0.7521008854769065
69,10,0.7145519577845065
72,11,0.6599630536688696
75,12,0.6545879253395517
78,13,0.6233098464237677
81,14,0.6291393414914097
85,1,0.4334577406932182
88,2,0.6679994497413646
91,3,0.7522450214466319
94,4,0.7997889375708971
97,5,0.8092639490512892
100,6,0.813299218836514
103,7,0.8084953985851159
106,8,0.7919625120605182
109,9,0.752439852056634
112,10,0.7195668488298819
115,11,0.6562333357666903
118,12,0.6458346630412787
121,13,0.6276902978992911
124,14,0.6218300285055138
128,1,0.4835046536679616
131,2,0.7030884381727143
134,3,0.7685135895681718
137,4,0.8058770039695671
140,5,0.814850491263672
143,6,0.8186950303203897
146,7,0.8120923385968037
149,8,0.7871999838849439
7,9,0.5846155133103068
10,10,0.6491782048194554
13,11,0.6537826114859228
16,12,0.6648016720847162
19,13,0.6551611354308002
22,14,0.6472336518398251
26,1,0.2729075203255566
29,2,0.5042847786709894
32,3,0.6616826672492053
35,4,0.7527244971459569
38,5,0.786046753750966
41,6,0.8045369368834943
44,7,0.8051620307143799
47,8,0.7845990082453839
50,9,0.7475443059587784
53,10,0.7092926555855664
56,11,0.6638748231679883
59,12,0.6517192670779237
62,13,0.6283108575040308
65,14,0.6216431837168552
69,1,0.40852425070416265
72,2,0.6472195127400512
75,3,0.7393036555611538
78,4,0.7939888929074628
81,5,0.8046019963038734
84,6,0.8134277215899302
87,7,0.8115576209735162
90,8,0.7944636587646502
93,9,0.750270426296519
96,10,0.7215929755738392
99,11,0.6642797150378561
102,12,0.6529150137906528
105,13,0.6270936034883633
108,14,0.6277228093717389
112,1,0.4680445595706614
115,2,0.6929362173087361
118,3,0.7645355385342171
121,4,0.804215945701369
124,5,0.8118344036046339
127,6,0.8178780525338344
130,7,0.8141094058333989
133,8,0.7913123961893671
136,9,0.7499376292056423
139,10,0.7176249007895581
142,11,0.6488132511624962
145,12,0.6577902414526009
148,13,0.6300975498241469
6,14,0.5159866442775909
10,1,0.15045063544831555
13,2,0.34868561748052707
16,3,0.5397650544775072
19,4,0.6749257602482777
22,5,0.7504306113029479
25,6,0.7796352335378384
28,7,0.7890579703134847
31,8,0.7771649382163965
34,9,0.7438165456702042
37,10,0.7146541202381855
40,11,0.6652245299514411
43,12,0.6623977265863077
46,13,0.6373366812898025
49,14,0.6337187502036856
53,1,0.3704075135063756
56,2,0.615606435227645
59,3,0.7266618162321745
62,4,0.7835997787417642
65,5,0.8015474729200741
68,6,0.8127334035499927
71,7,0.8109082248940982
74,8,0.7883642778933344
77,9,0.7494374831552992
80,10,0.7139567888673661
83,11,0.6561148153177915
86,12,0.6485682607063512
89,13,0.6218030667065091
92,14,0.6300866639823068
96,1,0.44959602290529616
99,2,0.6774215830968869
102,3,0.758149344775216
105,4,0.7997323100990154
108,5,0.8135417114647019
111,6,0.8106550942271165
114,7,0.8093459814796922
117,8,0.7876023014633091
120,9,0.750079936607909
123,10,0.7162941601931602
126,11,0.6637421161097252
129,12,0.6498551189767041
132,13,0.6334420624258698
135,14,0.6349983387081357
139,1,0.4927272876661384
142,2,0.7099294603509135
145,3,0.7724183806105047
148,4,0.8087335106371447
6,5,0.456714078804174
9,6,0.6007993582179055
12,7,0.6939084811644777
15,8,0.7229780066086933
18,9,0.7272895264620658
21,10,0.7101756529769822
24,11,0.6715913169173752
27,12,0.6642626584302163
30,13,0.6414430027978087
33,14,0.633646630418795
37,1,0.3216996795076179
40,2,0.5637445627825755
43,3,0.6981841751978913
46,4,0.7700286746328153
49,5,0.7915042426234441
52,6,0.8101029333920642
55,7,0.8075624599473168
58,8,0.7914964904646999
61,9,0.7513326156414262
64,10,0.716287717640949
67,11,0.6624223334237614
70,12,0.6541946652220256
73,13,0.6323063858285369
76,14,0.6322137212741977
80,1,0.4263366356182901
83,2,0.6639050610263499
86,3,0.7496230630132196
89,4,0.7981620028712935
92,5,0.8069131991293231
95,6,0.8101288593792677
98,7,0.8118773685340714
101,8,0.7913055769465124
104,9,0.7515299680671821
107,10,0.7136509114727809
110,11,0.6603957681971535
113,12,0.647012568028047
116,13,0.6273217000881961
119,14,0.6326340055433393
123,1,0.47900743671773105
126,2,0.6995793378649682
129,3,0.7678165496791511
132,4,0.8075607247559284
135,5,0.8164158232584176
138,6,0.8140223981755147
141,7,0.808766150763553
144,8,0.7859512383687318
147,9,0.752836584038865
5,10,0.4861330397654847
8,11,0.5921171559289681
11,12,0.6378112850709274
14,13,0.6474714150817342
17,14,0.6460861737774021
21,1,0.24419515407484776
24,2,0.4665575545444113
27,3,0.6356531766661001
30,4,0.7401495909421723
33,5,0.7811545440937568
36,6,0.8008453874670542
39,7,0.8014500924717035
42,8,0.7798530000301902
45,9,0.7483722358609965
48,10,0.7089939338973732
51,11,0.6607985655777359
54,12,0.6527045455142217
57,13,0.6320654772824086
60,14,0.6298729394001069
64,1,0.3967431210481538
67,2,0.6370841124628879
70,3,0.737587926968063
73,4,0.7911939626701512
76,5,0.804798324680345
79,6,0.8126093755047912
82,7,0.8094845934846895
85,8,0.7913212763331332
88,9,0.7496528488453267
91,10,0.7185201143564526
94,11,0.6569467952846686
97,12,0.6550501659451424
100,13,0.6335476572528085
103,14,0.6318530220716285
107,1,0.4631432687163486
110,2,0.6897380319050137
113,3,0.7620705728082305
140,12,0.6561552419467647
137,11,0.662867065601105
146,14,0.6364991509550468
143,13,0.6285513101989241
122,6,0.8134297587459642
119,5,0.8113091488065213
125,7,0.8114799727141729
131,9,0.7503772028275778
116,4,0.8059176000512032
128,8,0.7914908601856856
134,10,0.7171322145088024
