n_neighbors,algorithm,cv,dataset,score
11,brute,3,wine_data,0.6688323917137476
12,brute,3,wine_data,0.6519774011299435
13,brute,3,wine_data,0.6631826741996233
14,brute,3,wine_data,0.6631826741996233
15,brute,3,wine_data,0.6631826741996233
16,brute,3,wine_data,0.657532956685499
17,brute,3,wine_data,0.6686440677966101
18,brute,3,wine_data,0.6688323917137478
19,brute,3,wine_data,0.6797551789077212
20,brute,3,wine_data,0.6630885122410546
21,brute,3,wine_data,0.6685499058380414
22,brute,3,wine_data,0.6686440677966101
23,brute,3,wine_data,0.6854048964218454
24,brute,3,wine_data,0.6798493408662899
25,brute,3,wine_data,0.6685499058380414
26,brute,3,wine_data,0.6799435028248588
27,brute,3,wine_data,0.6741996233521657
28,brute,3,wine_data,0.6799435028248588
29,brute,3,wine_data,0.6854990583804144
30,brute,3,wine_data,0.6854990583804144
31,brute,3,wine_data,0.6741996233521657
32,brute,3,wine_data,0.6911487758945386
33,brute,3,wine_data,0.6854990583804144
34,brute,3,wine_data,0.6911487758945386
35,brute,3,wine_data,0.6854048964218457
36,brute,3,wine_data,0.6798493408662901
37,brute,3,wine_data,0.6797551789077212
38,brute,3,wine_data,0.6911487758945386
39,brute,3,wine_data,0.6911487758945386
40,brute,3,wine_data,0.6855932203389831
41,brute,3,wine_data,0.6857815442561206
42,brute,3,wine_data,0.6913370998116761
43,brute,3,wine_data,0.6856873822975519
44,brute,3,wine_data,0.7080979284369114
45,brute,3,wine_data,0.6914312617702448
46,brute,3,wine_data,0.7080037664783427
47,brute,3,wine_data,0.6968926553672317
48,brute,3,wine_data,0.7080979284369114
49,brute,3,wine_data,0.7026365348399247
3,auto,4,wine_data,0.6744949494949495
4,auto,4,wine_data,0.662878787878788
5,auto,4,wine_data,0.6856060606060606
6,auto,4,wine_data,0.680429292929293
7,auto,4,wine_data,0.6797979797979798
8,auto,4,wine_data,0.6853535353535354
9,auto,4,wine_data,0.6516414141414142
10,auto,4,wine_data,0.6684343434343434
11,auto,4,wine_data,0.6742424242424243
12,auto,4,wine_data,0.6630050505050504
13,auto,4,wine_data,0.6685606060606061
14,auto,4,wine_data,0.6464646464646465
15,auto,4,wine_data,0.6574494949494949
16,auto,4,wine_data,0.6463383838383838
17,auto,4,wine_data,0.6463383838383838
18,auto,4,wine_data,0.6632575757575758
19,auto,4,wine_data,0.6799242424242424
20,auto,4,wine_data,0.6688131313131314
21,auto,4,wine_data,0.696590909090909
22,auto,4,wine_data,0.6742424242424243
23,auto,4,wine_data,0.685479797979798
24,auto,4,wine_data,0.6742424242424243
25,auto,4,wine_data,0.6909090909090909
26,auto,4,wine_data,0.6967171717171716
27,auto,4,wine_data,0.6967171717171716
28,auto,4,wine_data,0.6911616161616161
29,auto,4,wine_data,0.7022727272727272
30,auto,4,wine_data,0.6967171717171716
31,auto,4,wine_data,0.6967171717171716
32,auto,4,wine_data,0.7025252525252526
33,auto,4,wine_data,0.6912878787878788
34,auto,4,wine_data,0.6968434343434343
35,auto,4,wine_data,0.6968434343434344
36,auto,4,wine_data,0.7195707070707071
37,auto,4,wine_data,0.6968434343434344
38,auto,4,wine_data,0.7195707070707071
39,auto,4,wine_data,0.6912878787878789
40,auto,4,wine_data,0.7026515151515151
41,auto,4,wine_data,0.696969696969697
42,auto,4,wine_data,0.7082070707070707
43,auto,4,wine_data,0.7140151515151516
44,auto,4,wine_data,0.6916666666666667
45,auto,4,wine_data,0.6861111111111111
46,auto,4,wine_data,0.6916666666666667
47,auto,4,wine_data,0.6916666666666667
48,auto,4,wine_data,0.6859848484848484
49,auto,4,wine_data,0.6748737373737373
3,ball_tree,4,wine_data,0.6744949494949495
4,ball_tree,4,wine_data,0.662878787878788
5,ball_tree,4,wine_data,0.6856060606060606
6,ball_tree,4,wine_data,0.680429292929293
7,ball_tree,4,wine_data,0.6797979797979798
8,ball_tree,4,wine_data,0.6853535353535354
9,ball_tree,4,wine_data,0.6516414141414142
10,ball_tree,4,wine_data,0.6684343434343434
11,ball_tree,4,wine_data,0.6742424242424243
12,ball_tree,4,wine_data,0.6630050505050504
13,ball_tree,4,wine_data,0.6685606060606061
14,ball_tree,4,wine_data,0.6464646464646465
15,ball_tree,4,wine_data,0.6574494949494949
16,ball_tree,4,wine_data,0.6463383838383838
17,ball_tree,4,wine_data,0.6463383838383838
18,ball_tree,4,wine_data,0.6632575757575758
19,ball_tree,4,wine_data,0.6799242424242424
20,ball_tree,4,wine_data,0.6688131313131314
21,ball_tree,4,wine_data,0.696590909090909
22,ball_tree,4,wine_data,0.6742424242424243
23,ball_tree,4,wine_data,0.685479797979798
24,ball_tree,4,wine_data,0.6742424242424243
25,ball_tree,4,wine_data,0.6909090909090909
26,ball_tree,4,wine_data,0.6967171717171716
27,ball_tree,4,wine_data,0.6967171717171716
28,ball_tree,4,wine_data,0.6911616161616161
29,ball_tree,4,wine_data,0.7022727272727272
30,ball_tree,4,wine_data,0.6967171717171716
31,ball_tree,4,wine_data,0.6967171717171716
32,ball_tree,4,wine_data,0.7025252525252526
33,ball_tree,4,wine_data,0.6912878787878788
34,ball_tree,4,wine_data,0.6968434343434343
35,ball_tree,4,wine_data,0.6968434343434344
36,ball_tree,4,wine_data,0.7195707070707071
37,ball_tree,4,wine_data,0.6968434343434344
38,ball_tree,4,wine_data,0.7195707070707071
39,ball_tree,4,wine_data,0.6912878787878789
40,ball_tree,4,wine_data,0.7026515151515151
41,ball_tree,4,wine_data,0.696969696969697
42,ball_tree,4,wine_data,0.7082070707070707
43,ball_tree,4,wine_data,0.7140151515151516
44,ball_tree,4,wine_data,0.6916666666666667
45,ball_tree,4,wine_data,0.6861111111111111
46,ball_tree,4,wine_data,0.6916666666666667
47,ball_tree,4,wine_data,0.6916666666666667
48,ball_tree,4,wine_data,0.6859848484848484
49,ball_tree,4,wine_data,0.6748737373737373
3,kd_tree,4,wine_data,0.6744949494949495
4,kd_tree,4,wine_data,0.662878787878788
5,kd_tree,4,wine_data,0.6856060606060606
6,kd_tree,4,wine_data,0.680429292929293
7,kd_tree,4,wine_data,0.6797979797979798
8,kd_tree,4,wine_data,0.6853535353535354
9,kd_tree,4,wine_data,0.6516414141414142
10,kd_tree,4,wine_data,0.6684343434343434
11,kd_tree,4,wine_data,0.6742424242424243
12,kd_tree,4,wine_data,0.6630050505050504
13,kd_tree,4,wine_data,0.6685606060606061
14,kd_tree,4,wine_data,0.6464646464646465
15,kd_tree,4,wine_data,0.6574494949494949
16,kd_tree,4,wine_data,0.6463383838383838
17,kd_tree,4,wine_data,0.6463383838383838
18,kd_tree,4,wine_data,0.6632575757575758
19,kd_tree,4,wine_data,0.6799242424242424
20,kd_tree,4,wine_data,0.6688131313131314
21,kd_tree,4,wine_data,0.696590909090909
22,kd_tree,4,wine_data,0.6742424242424243
23,kd_tree,4,wine_data,0.685479797979798
24,kd_tree,4,wine_data,0.6742424242424243
25,kd_tree,4,wine_data,0.6909090909090909
26,kd_tree,4,wine_data,0.6967171717171716
27,kd_tree,4,wine_data,0.6967171717171716
28,kd_tree,4,wine_data,0.6911616161616161
29,kd_tree,4,wine_data,0.7022727272727272
30,kd_tree,4,wine_data,0.6967171717171716
31,kd_tree,4,wine_data,0.6967171717171716
32,kd_tree,4,wine_data,0.7025252525252526
33,kd_tree,4,wine_data,0.6912878787878788
34,kd_tree,4,wine_data,0.6968434343434343
35,kd_tree,4,wine_data,0.6968434343434344
36,kd_tree,4,wine_data,0.7195707070707071
37,kd_tree,4,wine_data,0.6968434343434344
38,kd_tree,4,wine_data,0.7195707070707071
39,kd_tree,4,wine_data,0.6912878787878789
40,kd_tree,4,wine_data,0.7026515151515151
41,kd_tree,4,wine_data,0.696969696969697
42,kd_tree,4,wine_data,0.7082070707070707
43,kd_tree,4,wine_data,0.7140151515151516
44,kd_tree,4,wine_data,0.6916666666666667
45,kd_tree,4,wine_data,0.6861111111111111
46,kd_tree,4,wine_data,0.6916666666666667
47,kd_tree,4,wine_data,0.6916666666666667
48,kd_tree,4,wine_data,0.6859848484848484
49,kd_tree,4,wine_data,0.6748737373737373
3,brute,4,wine_data,0.6744949494949495
4,brute,4,wine_data,0.662878787878788
5,brute,4,wine_data,0.6856060606060606
6,brute,4,wine_data,0.680429292929293
7,brute,4,wine_data,0.6797979797979798
8,brute,4,wine_data,0.6853535353535354
9,brute,4,wine_data,0.6516414141414142
10,brute,4,wine_data,0.6684343434343434
11,brute,4,wine_data,0.6742424242424243
12,brute,4,wine_data,0.6630050505050504
13,brute,4,wine_data,0.6685606060606061
14,brute,4,wine_data,0.6464646464646465
15,brute,4,wine_data,0.6574494949494949
16,brute,4,wine_data,0.6463383838383838
17,brute,4,wine_data,0.6463383838383838
18,brute,4,wine_data,0.6632575757575758
19,brute,4,wine_data,0.6799242424242424
20,brute,4,wine_data,0.6688131313131314
21,brute,4,wine_data,0.696590909090909
22,brute,4,wine_data,0.6742424242424243
23,brute,4,wine_data,0.685479797979798
24,brute,4,wine_data,0.6742424242424243
25,brute,4,wine_data,0.6909090909090909
26,brute,4,wine_data,0.6967171717171716
27,brute,4,wine_data,0.6967171717171716
28,brute,4,wine_data,0.6911616161616161
29,brute,4,wine_data,0.7022727272727272
30,brute,4,wine_data,0.6967171717171716
31,brute,4,wine_data,0.6967171717171716
32,brute,4,wine_data,0.7025252525252526
33,brute,4,wine_data,0.6912878787878788
34,brute,4,wine_data,0.6968434343434343
35,brute,4,wine_data,0.6968434343434344
36,brute,4,wine_data,0.7195707070707071
37,brute,4,wine_data,0.6968434343434344
38,brute,4,wine_data,0.7195707070707071
39,brute,4,wine_data,0.6912878787878789
40,brute,4,wine_data,0.7026515151515151
41,brute,4,wine_data,0.696969696969697
42,brute,4,wine_data,0.7082070707070707
43,brute,4,wine_data,0.7140151515151516
44,brute,4,wine_data,0.6916666666666667
45,brute,4,wine_data,0.6861111111111111
46,brute,4,wine_data,0.6916666666666667
47,brute,4,wine_data,0.6916666666666667
48,brute,4,wine_data,0.6859848484848484
49,brute,4,wine_data,0.6748737373737373
3,auto,5,wine_data,0.7028571428571428
4,auto,5,wine_data,0.6801587301587302
5,auto,5,wine_data,0.6912698412698413
6,auto,5,wine_data,0.6914285714285714
7,auto,5,wine_data,0.6806349206349206
8,auto,5,wine_data,0.6801587301587302
9,auto,5,wine_data,0.7025396825396826
10,auto,5,wine_data,0.691111111111111
11,auto,5,wine_data,0.6798412698412698
12,auto,5,wine_data,0.6914285714285715
13,auto,5,wine_data,0.7079365079365079
14,auto,5,wine_data,0.7028571428571428
15,auto,5,wine_data,0.7138095238095238
16,auto,5,wine_data,0.6973015873015873
17,auto,5,wine_data,0.6971428571428572
18,auto,5,wine_data,0.7028571428571428
19,auto,5,wine_data,0.7028571428571428
20,auto,5,wine_data,0.7082539682539682
21,auto,5,wine_data,0.7195238095238095
22,auto,5,wine_data,0.7025396825396826
23,auto,5,wine_data,0.7025396825396826
24,auto,5,wine_data,0.696984126984127
25,auto,5,wine_data,0.7084126984126984
26,auto,5,wine_data,0.696984126984127
27,auto,5,wine_data,0.7082539682539682
28,auto,5,wine_data,0.7139682539682539
29,auto,5,wine_data,0.7196825396825396
30,auto,5,wine_data,0.7196825396825396
31,auto,5,wine_data,0.7196825396825396
32,auto,5,wine_data,0.7142857142857143
33,auto,5,wine_data,0.7084126984126984
34,auto,5,wine_data,0.714126984126984
35,auto,5,wine_data,0.7028571428571428
36,auto,5,wine_data,0.703015873015873
37,auto,5,wine_data,0.6973015873015873
38,auto,5,wine_data,0.7030158730158731
39,auto,5,wine_data,0.6917460317460318
40,auto,5,wine_data,0.6917460317460318
41,auto,5,wine_data,0.7028571428571428
42,auto,5,wine_data,0.6917460317460318
43,auto,5,wine_data,0.6973015873015873
44,auto,5,wine_data,0.6917460317460318
45,auto,5,wine_data,0.6973015873015873
46,auto,5,wine_data,0.7084126984126984
47,auto,5,wine_data,0.7028571428571428
48,auto,5,wine_data,0.7026984126984127
49,auto,5,wine_data,0.7026984126984127
3,ball_tree,5,wine_data,0.7028571428571428
4,ball_tree,5,wine_data,0.6801587301587302
5,ball_tree,5,wine_data,0.6912698412698413
6,ball_tree,5,wine_data,0.6914285714285714
7,ball_tree,5,wine_data,0.6806349206349206
8,ball_tree,5,wine_data,0.6801587301587302
9,ball_tree,5,wine_data,0.7025396825396826
10,ball_tree,5,wine_data,0.691111111111111
11,ball_tree,5,wine_data,0.6798412698412698
12,ball_tree,5,wine_data,0.6914285714285715
13,ball_tree,5,wine_data,0.7079365079365079
14,ball_tree,5,wine_data,0.7028571428571428
15,ball_tree,5,wine_data,0.7138095238095238
16,ball_tree,5,wine_data,0.6973015873015873
17,ball_tree,5,wine_data,0.6971428571428572
18,ball_tree,5,wine_data,0.7028571428571428
19,ball_tree,5,wine_data,0.7028571428571428
20,ball_tree,5,wine_data,0.7082539682539682
21,ball_tree,5,wine_data,0.7195238095238095
22,ball_tree,5,wine_data,0.7025396825396826
23,ball_tree,5,wine_data,0.7025396825396826
24,ball_tree,5,wine_data,0.696984126984127
25,ball_tree,5,wine_data,0.7084126984126984
26,ball_tree,5,wine_data,0.696984126984127
27,ball_tree,5,wine_data,0.7082539682539682
28,ball_tree,5,wine_data,0.7139682539682539
29,ball_tree,5,wine_data,0.7196825396825396
30,ball_tree,5,wine_data,0.7196825396825396
31,ball_tree,5,wine_data,0.7196825396825396
32,ball_tree,5,wine_data,0.7142857142857143
33,ball_tree,5,wine_data,0.7084126984126984
34,ball_tree,5,wine_data,0.714126984126984
35,ball_tree,5,wine_data,0.7028571428571428
36,ball_tree,5,wine_data,0.703015873015873
37,ball_tree,5,wine_data,0.6973015873015873
38,ball_tree,5,wine_data,0.7030158730158731
39,ball_tree,5,wine_data,0.6917460317460318
40,ball_tree,5,wine_data,0.6917460317460318
41,ball_tree,5,wine_data,0.7028571428571428
42,ball_tree,5,wine_data,0.6917460317460318
43,ball_tree,5,wine_data,0.6973015873015873
44,ball_tree,5,wine_data,0.6917460317460318
45,ball_tree,5,wine_data,0.6973015873015873
46,ball_tree,5,wine_data,0.7084126984126984
47,ball_tree,5,wine_data,0.7028571428571428
48,ball_tree,5,wine_data,0.7026984126984127
49,ball_tree,5,wine_data,0.7026984126984127
3,kd_tree,5,wine_data,0.7028571428571428
4,kd_tree,5,wine_data,0.6801587301587302
5,kd_tree,5,wine_data,0.6912698412698413
6,kd_tree,5,wine_data,0.6914285714285714
7,kd_tree,5,wine_data,0.6806349206349206
8,kd_tree,5,wine_data,0.6801587301587302
9,kd_tree,5,wine_data,0.7025396825396826
10,kd_tree,5,wine_data,0.691111111111111
11,kd_tree,5,wine_data,0.6798412698412698
12,kd_tree,5,wine_data,0.6914285714285715
13,kd_tree,5,wine_data,0.7079365079365079
14,kd_tree,5,wine_data,0.7028571428571428
15,kd_tree,5,wine_data,0.7138095238095238
16,kd_tree,5,wine_data,0.6973015873015873
17,kd_tree,5,wine_data,0.6971428571428572
18,kd_tree,5,wine_data,0.7028571428571428
19,kd_tree,5,wine_data,0.7028571428571428
20,kd_tree,5,wine_data,0.7082539682539682
21,kd_tree,5,wine_data,0.7195238095238095
22,kd_tree,5,wine_data,0.7025396825396826
23,kd_tree,5,wine_data,0.7025396825396826
24,kd_tree,5,wine_data,0.696984126984127
25,kd_tree,5,wine_data,0.7084126984126984
26,kd_tree,5,wine_data,0.696984126984127
27,kd_tree,5,wine_data,0.7082539682539682
28,kd_tree,5,wine_data,0.7139682539682539
29,kd_tree,5,wine_data,0.7196825396825396
30,kd_tree,5,wine_data,0.7196825396825396
31,kd_tree,5,wine_data,0.7196825396825396
32,kd_tree,5,wine_data,0.7142857142857143
33,kd_tree,5,wine_data,0.7084126984126984
34,kd_tree,5,wine_data,0.714126984126984
35,kd_tree,5,wine_data,0.7028571428571428
36,kd_tree,5,wine_data,0.703015873015873
37,kd_tree,5,wine_data,0.6973015873015873
38,kd_tree,5,wine_data,0.7030158730158731
39,kd_tree,5,wine_data,0.6917460317460318
40,kd_tree,5,wine_data,0.6917460317460318
41,kd_tree,5,wine_data,0.7028571428571428
42,kd_tree,5,wine_data,0.6917460317460318
43,kd_tree,5,wine_data,0.6973015873015873
44,kd_tree,5,wine_data,0.6917460317460318
45,kd_tree,5,wine_data,0.6973015873015873
46,kd_tree,5,wine_data,0.7084126984126984
47,kd_tree,5,wine_data,0.7028571428571428
48,kd_tree,5,wine_data,0.7026984126984127
49,kd_tree,5,wine_data,0.7026984126984127
3,brute,5,wine_data,0.7028571428571428
4,brute,5,wine_data,0.6801587301587302
5,brute,5,wine_data,0.6912698412698413
6,brute,5,wine_data,0.6914285714285714
7,brute,5,wine_data,0.6806349206349206
8,brute,5,wine_data,0.6801587301587302
9,brute,5,wine_data,0.7025396825396826
10,brute,5,wine_data,0.691111111111111
11,brute,5,wine_data,0.6798412698412698
12,brute,5,wine_data,0.6914285714285715
13,brute,5,wine_data,0.7079365079365079
14,brute,5,wine_data,0.7028571428571428
15,brute,5,wine_data,0.7138095238095238
16,brute,5,wine_data,0.6973015873015873
17,brute,5,wine_data,0.6971428571428572
18,brute,5,wine_data,0.7028571428571428
19,brute,5,wine_data,0.7028571428571428
20,brute,5,wine_data,0.7082539682539682
21,brute,5,wine_data,0.7195238095238095
22,brute,5,wine_data,0.7025396825396826
23,brute,5,wine_data,0.7025396825396826
24,brute,5,wine_data,0.696984126984127
25,brute,5,wine_data,0.7084126984126984
26,brute,5,wine_data,0.696984126984127
27,brute,5,wine_data,0.7082539682539682
28,brute,5,wine_data,0.7139682539682539
29,brute,5,wine_data,0.7196825396825396
30,brute,5,wine_data,0.7196825396825396
31,brute,5,wine_data,0.7196825396825396
32,brute,5,wine_data,0.7142857142857143
33,brute,5,wine_data,0.7084126984126984
34,brute,5,wine_data,0.714126984126984
35,brute,5,wine_data,0.7028571428571428
36,brute,5,wine_data,0.703015873015873
37,brute,5,wine_data,0.6973015873015873
38,brute,5,wine_data,0.7030158730158731
39,brute,5,wine_data,0.6917460317460318
40,brute,5,wine_data,0.6917460317460318
41,brute,5,wine_data,0.7028571428571428
42,brute,5,wine_data,0.6917460317460318
43,brute,5,wine_data,0.6973015873015873
44,brute,5,wine_data,0.6917460317460318
45,brute,5,wine_data,0.6973015873015873
46,brute,5,wine_data,0.7084126984126984
47,brute,5,wine_data,0.7028571428571428
48,brute,5,wine_data,0.7026984126984127
49,brute,5,wine_data,0.7026984126984127
3,auto,2,iris_data,0.94
4,auto,2,iris_data,0.9533333333333334
5,auto,2,iris_data,0.94
6,auto,2,iris_data,0.9466666666666668
7,auto,2,iris_data,0.94
8,auto,2,iris_data,0.96
9,auto,2,iris_data,0.9533333333333334
10,auto,2,iris_data,0.9533333333333334
11,auto,2,iris_data,0.9466666666666667
12,auto,2,iris_data,0.9466666666666667
13,auto,2,iris_data,0.9466666666666667
14,auto,2,iris_data,0.94
15,auto,2,iris_data,0.94
16,auto,2,iris_data,0.9466666666666667
17,auto,2,iris_data,0.9466666666666667
18,auto,2,iris_data,0.9533333333333334
19,auto,2,iris_data,0.94
20,auto,2,iris_data,0.94
21,auto,2,iris_data,0.94
22,auto,2,iris_data,0.9333333333333333
23,auto,2,iris_data,0.9466666666666667
24,auto,2,iris_data,0.9466666666666667
25,auto,2,iris_data,0.94
26,auto,2,iris_data,0.9266666666666667
27,auto,2,iris_data,0.9266666666666667
28,auto,2,iris_data,0.92
29,auto,2,iris_data,0.9133333333333333
30,auto,2,iris_data,0.9066666666666666
31,auto,2,iris_data,0.9066666666666666
32,auto,2,iris_data,0.8999999999999999
33,auto,2,iris_data,0.8999999999999999
34,auto,2,iris_data,0.8999999999999999
35,auto,2,iris_data,0.9066666666666667
36,auto,2,iris_data,0.8866666666666667
37,auto,2,iris_data,0.8866666666666667
38,auto,2,iris_data,0.8866666666666667
39,auto,2,iris_data,0.8866666666666667
40,auto,2,iris_data,0.88
41,auto,2,iris_data,0.8866666666666667
42,auto,2,iris_data,0.8933333333333333
43,auto,2,iris_data,0.8933333333333333
44,auto,2,iris_data,0.8999999999999999
45,auto,2,iris_data,0.9066666666666666
46,auto,2,iris_data,0.88
47,auto,2,iris_data,0.8666666666666667
48,auto,2,iris_data,0.8866666666666667
49,auto,2,iris_data,0.88
3,ball_tree,2,iris_data,0.94
4,ball_tree,2,iris_data,0.9533333333333334
5,ball_tree,2,iris_data,0.94
6,ball_tree,2,iris_data,0.9466666666666668
7,ball_tree,2,iris_data,0.94
8,ball_tree,2,iris_data,0.96
9,ball_tree,2,iris_data,0.9533333333333334
10,ball_tree,2,iris_data,0.9533333333333334
11,ball_tree,2,iris_data,0.9466666666666667
12,ball_tree,2,iris_data,0.9466666666666667
13,ball_tree,2,iris_data,0.9466666666666667
14,ball_tree,2,iris_data,0.94
15,ball_tree,2,iris_data,0.94
16,ball_tree,2,iris_data,0.9466666666666667
17,ball_tree,2,iris_data,0.9466666666666667
18,ball_tree,2,iris_data,0.9533333333333334
19,ball_tree,2,iris_data,0.94
20,ball_tree,2,iris_data,0.94
21,ball_tree,2,iris_data,0.94
22,ball_tree,2,iris_data,0.9333333333333333
23,ball_tree,2,iris_data,0.9466666666666667
24,ball_tree,2,iris_data,0.9466666666666667
25,ball_tree,2,iris_data,0.94
26,ball_tree,2,iris_data,0.9266666666666667
27,ball_tree,2,iris_data,0.9266666666666667
28,ball_tree,2,iris_data,0.92
29,ball_tree,2,iris_data,0.9133333333333333
30,ball_tree,2,iris_data,0.9066666666666666
31,ball_tree,2,iris_data,0.9066666666666666
32,ball_tree,2,iris_data,0.8999999999999999
33,ball_tree,2,iris_data,0.8999999999999999
34,ball_tree,2,iris_data,0.8999999999999999
35,ball_tree,2,iris_data,0.9066666666666667
36,ball_tree,2,iris_data,0.8866666666666667
37,ball_tree,2,iris_data,0.8866666666666667
38,ball_tree,2,iris_data,0.8866666666666667
39,ball_tree,2,iris_data,0.8866666666666667
40,ball_tree,2,iris_data,0.88
41,ball_tree,2,iris_data,0.8866666666666667
42,ball_tree,2,iris_data,0.8933333333333333
43,ball_tree,2,iris_data,0.8933333333333333
44,ball_tree,2,iris_data,0.8999999999999999
45,ball_tree,2,iris_data,0.9066666666666666
46,ball_tree,2,iris_data,0.88
47,ball_tree,2,iris_data,0.8666666666666667
48,ball_tree,2,iris_data,0.8866666666666667
49,ball_tree,2,iris_data,0.88
3,kd_tree,2,iris_data,0.94
4,kd_tree,2,iris_data,0.9533333333333334
5,kd_tree,2,iris_data,0.94
6,kd_tree,2,iris_data,0.9466666666666668
7,kd_tree,2,iris_data,0.94
8,kd_tree,2,iris_data,0.96
9,kd_tree,2,iris_data,0.9533333333333334
10,kd_tree,2,iris_data,0.9533333333333334
11,kd_tree,2,iris_data,0.9466666666666667
12,kd_tree,2,iris_data,0.9466666666666667
13,kd_tree,2,iris_data,0.9466666666666667
14,kd_tree,2,iris_data,0.94
15,kd_tree,2,iris_data,0.94
16,kd_tree,2,iris_data,0.9466666666666667
17,kd_tree,2,iris_data,0.9466666666666667
18,kd_tree,2,iris_data,0.9533333333333334
19,kd_tree,2,iris_data,0.94
20,kd_tree,2,iris_data,0.94
21,kd_tree,2,iris_data,0.94
22,kd_tree,2,iris_data,0.9333333333333333
23,kd_tree,2,iris_data,0.9466666666666667
24,kd_tree,2,iris_data,0.9466666666666667
25,kd_tree,2,iris_data,0.94
26,kd_tree,2,iris_data,0.9266666666666667
27,kd_tree,2,iris_data,0.9266666666666667
28,kd_tree,2,iris_data,0.92
29,kd_tree,2,iris_data,0.9133333333333333
30,kd_tree,2,iris_data,0.9066666666666666
31,kd_tree,2,iris_data,0.9066666666666666
32,kd_tree,2,iris_data,0.8999999999999999
33,kd_tree,2,iris_data,0.8999999999999999
34,kd_tree,2,iris_data,0.8999999999999999
35,kd_tree,2,iris_data,0.9066666666666667
36,kd_tree,2,iris_data,0.8866666666666667
37,kd_tree,2,iris_data,0.8866666666666667
38,kd_tree,2,iris_data,0.8866666666666667
39,kd_tree,2,iris_data,0.8866666666666667
40,kd_tree,2,iris_data,0.88
41,kd_tree,2,iris_data,0.8866666666666667
42,kd_tree,2,iris_data,0.8933333333333333
43,kd_tree,2,iris_data,0.8933333333333333
44,kd_tree,2,iris_data,0.8999999999999999
45,kd_tree,2,iris_data,0.9066666666666666
46,kd_tree,2,iris_data,0.88
47,kd_tree,2,iris_data,0.8666666666666667
48,kd_tree,2,iris_data,0.8866666666666667
49,kd_tree,2,iris_data,0.88
3,brute,2,iris_data,0.94
4,brute,2,iris_data,0.9533333333333334
5,brute,2,iris_data,0.94
6,brute,2,iris_data,0.9466666666666668
7,brute,2,iris_data,0.94
8,brute,2,iris_data,0.96
9,brute,2,iris_data,0.9533333333333334
10,brute,2,iris_data,0.9533333333333334
11,brute,2,iris_data,0.9466666666666667
12,brute,2,iris_data,0.9466666666666667
13,brute,2,iris_data,0.9466666666666667
14,brute,2,iris_data,0.94
15,brute,2,iris_data,0.94
16,brute,2,iris_data,0.94
17,brute,2,iris_data,0.9466666666666667
18,brute,2,iris_data,0.9533333333333334
19,brute,2,iris_data,0.94
20,brute,2,iris_data,0.94
21,brute,2,iris_data,0.94
22,brute,2,iris_data,0.9333333333333333
23,brute,2,iris_data,0.9466666666666667
24,brute,2,iris_data,0.9466666666666667
25,brute,2,iris_data,0.94
26,brute,2,iris_data,0.9266666666666667
27,brute,2,iris_data,0.9266666666666667
28,brute,2,iris_data,0.92
